Instr,IPC,CPI
23479061.000000,0.768271,1.301624,13
24277865.000000,0.761926,1.312463,13
23504922.000000,0.765087,1.307041,13
24163376.000000,0.764695,1.307712,13
24165250.000000,0.764365,1.308276,13
24159102.000000,0.765181,1.306879,13
24162712.000000,0.762341,1.311749,13
230514556.000000,0.813007,1.230001,8
24278136.000000,0.766236,1.305080,13
230554664.000000,0.812287,1.231092,8
24952944.000000,0.763607,1.309574,13
23507062.000000,0.761918,1.312477,13
24282434.000000,0.762682,1.311163,13
23518464.000000,0.759569,1.316537,13
23520820.000000,0.758749,1.317958,13
24953299.000000,0.764881,1.307393,13
24952028.000000,0.763805,1.309234,13
24959048.000000,0.762903,1.310782,13
230540770.000000,0.816130,1.225294,8
24287845.000000,0.761629,1.312974,13
23516618.000000,0.760256,1.315346,13
24278448.000000,0.763088,1.310465,13
230544886.000000,0.812761,1.230373,8
24276467.000000,0.764708,1.307689,13
24279490.000000,0.763728,1.309367,13
24278595.000000,0.763554,1.309665,13
24280906.000000,0.763904,1.309065,13
24281550.000000,0.763109,1.310429,13
24278595.000000,0.764686,1.307727,13
24278443.000000,0.763855,1.309149,13
24277023.000000,0.764163,1.308621,13
24282060.000000,0.761109,1.313872,13
24284177.000000,0.761322,1.313505,13
22745159.000000,0.769947,1.298791,13
23512816.000000,0.765569,1.306219,13
23481343.000000,0.766746,1.304213,13
24282013.000000,0.763056,1.310519,13
24284037.000000,0.762644,1.311227,13
24173100.000000,0.760207,1.315431,13
24280088.000000,0.763058,1.310517,13
23487212.000000,0.768254,1.301653,13
23481905.000000,0.766532,1.304576,13
24277694.000000,0.764036,1.308840,13
23516618.000000,0.762097,1.312169,13
24175034.000000,0.761305,1.313534,13
23520382.000000,0.759156,1.317252,13
24276235.000000,0.765441,1.306436,13
24178088.000000,0.760851,1.314318,13
24278565.000000,0.763238,1.310207,13
24173462.000000,0.761735,1.312793,13
24281487.000000,0.762623,1.311264,13
24952860.000000,0.766639,1.304395,13
24281859.000000,0.762249,1.311907,13
24955062.000000,0.763274,1.310145,13
22739838.000000,0.768249,1.301661,13
24171703.000000,0.761452,1.313280,13
24175767.000000,0.761568,1.313080,13
23479871.000000,0.766159,1.305212,13
24957739.000000,0.765289,1.306696,13
23483319.000000,0.767108,1.303597,13
23481418.000000,0.766271,1.305021,13
24956993.000000,0.761972,1.312383,13
24276530.000000,0.762763,1.311023,13
24955032.000000,0.762982,1.310647,13
24177268.000000,0.761687,1.312876,13
24171771.000000,0.764290,1.308403,13
24953013.000000,0.764163,1.308621,13
22735918.000000,0.767761,1.302488,13
24955149.000000,0.763444,1.309853,13
24284230.000000,0.762434,1.311589,13
24280741.000000,0.762385,1.311673,13
24957050.000000,0.763152,1.310354,13
24277718.000000,0.763970,1.308951,13
24953094.000000,0.763501,1.309757,13
24952035.000000,0.765385,1.306532,13
24953747.000000,0.761383,1.313399,13
24277502.000000,0.764816,1.307504,13
24959835.000000,0.763566,1.309645,13
24952182.000000,0.764134,1.308671,13
24956962.000000,0.764209,1.308543,13
24955008.000000,0.764267,1.308443,13
24957939.000000,0.762022,1.312299,13
24957648.000000,0.763041,1.310546,13
24952706.000000,0.764021,1.308865,13
24955000.000000,0.763803,1.309238,13
24955216.000000,0.763006,1.310605,13
24955362.000000,0.763912,1.309052,13
24957162.000000,0.761972,1.312384,13
24960819.000000,0.762201,1.311990,13
24952860.000000,0.764727,1.307656,13
23487889.000000,0.766956,1.303856,13
23510592.000000,0.761676,1.312894,13
23487218.000000,0.769501,1.299543,13
24164213.000000,0.764308,1.308374,13
24276316.000000,0.762158,1.312064,13
24277922.000000,0.763595,1.309595,13
24276088.000000,0.765064,1.307079,13
24282650.000000,0.763574,1.309631,13
24280666.000000,0.762130,1.312112,13
24955062.000000,0.763500,1.309758,13
23491038.000000,0.766913,1.303928,13
24955006.000000,0.765271,1.306727,13
24953970.000000,0.763534,1.309699,13
24959599.000000,0.763518,1.309727,13
24956007.000000,0.762613,1.311282,13
24957757.000000,0.762529,1.311426,13
23489336.000000,0.766430,1.304751,13
23489804.000000,0.767440,1.303034,13
24955215.000000,0.764711,1.307684,13
24959403.000000,0.760347,1.315189,13
24961177.000000,0.759077,1.317389,13
24953013.000000,0.764518,1.308014,13
24963453.000000,0.759531,1.316603,13
24165311.000000,0.762111,1.312145,13
24952894.000000,0.762539,1.311408,13
24957912.000000,0.763268,1.310155,13
24964035.000000,0.758199,1.318915,13
23512850.000000,0.761401,1.313369,13
24166277.000000,0.760132,1.315561,13
24165829.000000,0.757395,1.320315,13
10951879.000000,0.798675,1.252074,15
24282338.000000,0.762722,1.311094,13
24278585.000000,0.761784,1.312707,13
24283671.000000,0.758079,1.319123,13
24961186.000000,0.760531,1.314871,13
24961501.000000,0.761540,1.313129,13
24959149.000000,0.760585,1.314777,13
24966880.000000,0.757813,1.319586,13
24959535.000000,0.762544,1.311401,13
24958955.000000,0.763339,1.310034,13
11601465.000000,0.751304,1.331020,15
11878450.000000,0.788991,1.267442,15
11880443.000000,0.790573,1.264906,15
11627427.000000,0.760602,1.314748,15
11600121.000000,0.721318,1.386351,16
11906482.000000,0.758241,1.318842,15
11236754.000000,0.780202,1.281719,15
11237055.000000,0.788224,1.268674,15
11236457.000000,0.784053,1.275423,15
11629203.000000,0.758678,1.318083,15
11877792.000000,0.723913,1.381382,16
11236457.000000,0.783569,1.276212,15
10966028.000000,0.777677,1.285881,15
11906839.000000,0.759539,1.316588,15
11882000.000000,0.721654,1.385705,16
11236607.000000,0.779579,1.282743,15
11237347.000000,0.776508,1.287816,15
11630225.000000,0.761531,1.313145,15
11904993.000000,0.770052,1.298614,15
11906119.000000,0.765107,1.307008,15
11905947.000000,0.766579,1.304497,15
11906106.000000,0.758809,1.317855,15
11909208.000000,0.759170,1.317229,15
11907884.000000,0.757741,1.319712,15
11908308.000000,0.754553,1.325287,15
11904838.000000,0.758769,1.317923,15
11905294.000000,0.762449,1.311563,15
11905634.000000,0.757593,1.319971,15
12193708.000000,0.762688,1.311152,15
12190773.000000,0.767162,1.303506,15
11909355.000000,0.754524,1.325339,15
12189943.000000,0.765122,1.306982,15
12190773.000000,0.768022,1.302047,15
11904846.000000,0.757778,1.319647,15
12191941.000000,0.764626,1.307828,15
12189500.000000,0.766716,1.304265,15
12190459.000000,0.770029,1.298652,15
12190556.000000,0.770573,1.297735,15
12190517.000000,0.766529,1.304583,15
11906633.000000,0.755116,1.324299,15
12192536.000000,0.766401,1.304801,15
12189647.000000,0.764741,1.307632,15
11907634.000000,0.756532,1.321822,15
12190907.000000,0.765546,1.306257,15
12189500.000000,0.764537,1.307981,15
12189503.000000,0.773565,1.292716,15
11905177.000000,0.764866,1.307419,15
12190588.000000,0.765246,1.306770,15
12192753.000000,0.763514,1.309734,15
12190760.000000,0.769585,1.299401,15
12189647.000000,0.765906,1.305643,15
12189500.000000,0.765911,1.305635,15
12192886.000000,0.764450,1.308130,15
12191493.000000,0.772958,1.293732,15
12190619.000000,0.766732,1.304237,15
12192786.000000,0.762201,1.311991,15
11908014.000000,0.763335,1.310040,15
12192452.000000,0.764327,1.308341,15
11627276.000000,0.758713,1.318021,15
10968731.000000,0.778444,1.284613,15
11906868.000000,0.761738,1.312788,15
11908102.000000,0.757141,1.320759,15
11601240.000000,0.724345,1.380557,16
11627574.000000,0.763973,1.308947,15
11905875.000000,0.757990,1.319278,15
11905821.000000,0.759486,1.316680,15
11908420.000000,0.754409,1.325540,15
11907074.000000,0.758480,1.318427,15
11908692.000000,0.756829,1.321302,15
11906692.000000,0.760774,1.314452,15
11627574.000000,0.758939,1.317629,15
11909192.000000,0.762203,1.311987,15
11906911.000000,0.757873,1.319483,15
11907945.000000,0.755177,1.324193,15
11238514.000000,0.779115,1.283508,15
12189804.000000,0.775718,1.289129,15
12192019.000000,0.768515,1.301211,15
12190164.000000,0.764181,1.308590,15
12191698.000000,0.764185,1.308583,15
10953156.000000,0.801345,1.247901,15
11238661.000000,0.777269,1.286557,15
11241816.000000,0.782067,1.278663,15
11239695.000000,0.780876,1.280613,15
11240868.000000,0.781456,1.279663,15
11240510.000000,0.782313,1.278261,15
11603363.000000,0.784991,1.273900,15
11908427.000000,0.759368,1.316884,15
11905297.000000,0.762264,1.311881,15
11877641.000000,0.787590,1.269695,15
12192892.000000,0.762693,1.311144,15
11906914.000000,0.760350,1.315184,15
12191702.000000,0.763395,1.309938,15
12190507.000000,0.771697,1.295846,15
12189948.000000,0.764922,1.307323,15
11907290.000000,0.755814,1.323077,15
11906109.000000,0.759199,1.317178,15
11908246.000000,0.760587,1.314775,15
12190459.000000,0.774917,1.290461,15
12190134.000000,0.763459,1.309827,15
11907958.000000,0.760025,1.315745,15
11905294.000000,0.766113,1.305290,15
12190459.000000,0.771345,1.296436,15
11877491.000000,0.786001,1.272263,15
11877641.000000,0.787907,1.269185,15
11907641.000000,0.753905,1.326427,15
12192687.000000,0.772464,1.294558,15
11601164.000000,0.756439,1.321983,15
11877491.000000,0.784973,1.273930,15
12189803.000000,0.765280,1.306711,15
12194231.000000,0.762818,1.310928,15
12190609.000000,0.765072,1.307066,15
11906269.000000,0.757540,1.320061,15
12189650.000000,0.764325,1.308344,15
12192455.000000,0.767529,1.302882,15
11905231.000000,0.762379,1.311684,15
12189801.000000,0.766054,1.305392,15
11908890.000000,0.765650,1.306080,15
11906122.000000,0.763062,1.310510,15
11907801.000000,0.749884,1.333540,15
12192821.000000,0.770856,1.297259,15
11603209.000000,0.723939,1.381331,16
12193345.000000,0.763726,1.309370,15
12189981.000000,0.765045,1.307112,15
12191199.000000,0.767833,1.302367,15
11906839.000000,0.753927,1.326389,15
12192585.000000,0.769021,1.300355,15
12192838.000000,0.760687,1.314601,15
284836160.000000,0.830378,1.204271,6
288334214.000000,0.841649,1.188144,6
288340525.000000,0.841802,1.187928,6
288359004.000000,0.841042,1.189001,6
284245978.000000,0.828451,1.207072,6
288395361.000000,0.840186,1.190213,6
288371023.000000,0.839314,1.191449,6
288385113.000000,0.839062,1.191808,6
287736321.000000,0.829837,1.205056,6
290789972.000000,0.836536,1.195406,6
290797649.000000,0.836557,1.195375,6
290787365.000000,0.837449,1.194102,6
286983035.000000,0.819828,1.219768,6
290842968.000000,0.834326,1.198573,6
290845532.000000,0.833671,1.199514,6
290854099.000000,0.833136,1.200285,6
295595222.000000,0.829957,1.204882,6
295604083.000000,0.828601,1.206853,6
298803591.000000,0.837611,1.193872,6
298818581.000000,0.837951,1.193388,6
298811605.000000,0.836919,1.194858,6
295649274.000000,0.826250,1.210287,6
298812971.000000,0.837250,1.194386,6
298789878.000000,0.837074,1.194637,6
298789875.000000,0.836870,1.194928,6
298801731.000000,0.836600,1.195314,6
295680407.000000,0.825591,1.211253,6
298789622.000000,0.836752,1.195097,6
298829320.000000,0.836458,1.195517,6
294830154.000000,0.823718,1.214007,6
298795143.000000,0.838177,1.193066,6
298796203.000000,0.835672,1.196642,6
294853158.000000,0.823746,1.213967,6
298790997.000000,0.834718,1.198009,6
298815348.000000,0.836092,1.196041,6
294842997.000000,0.823557,1.214245,6
298855374.000000,0.836564,1.195366,6
298823139.000000,0.836572,1.195354,6
298849073.000000,0.834447,1.198398,6
298850008.000000,0.835783,1.196483,6
298846375.000000,0.835170,1.197361,6
298847533.000000,0.836227,1.195847,6
298824553.000000,0.835856,1.196378,6
294845603.000000,0.822632,1.215610,6
298863312.000000,0.833176,1.200227,6
298850282.000000,0.834669,1.198079,6
298861584.000000,0.833772,1.199369,6
298849945.000000,0.831446,1.202724,6
285097805.000000,0.830193,1.204539,6
284303256.000000,0.825414,1.211514,6
288442567.000000,0.836306,1.195735,6
288475202.000000,0.837634,1.193839,6
288440435.000000,0.837838,1.193548,6
288468836.000000,0.836410,1.195586,6
288498472.000000,0.835705,1.196595,6
290808932.000000,0.836187,1.195904,6
290818657.000000,0.836733,1.195125,6
288479701.000000,0.835843,1.196397,6
287777778.000000,0.825888,1.210817,6
287744582.000000,0.828891,1.206431,6
290810104.000000,0.835625,1.196710,6
290790440.000000,0.835319,1.197148,6
290790004.000000,0.837496,1.194036,6
286969671.000000,0.819418,1.220379,6
290787070.000000,0.836523,1.195425,6
290808466.000000,0.836384,1.195623,6
290844212.000000,0.835569,1.196790,6
290792431.000000,0.836248,1.195817,6
290837376.000000,0.833654,1.199539,6
286930011.000000,0.820540,1.218710,6
290810801.000000,0.835314,1.197154,6
290811162.000000,0.835198,1.197321,6
290832568.000000,0.833781,1.199355,6
290841605.000000,0.834059,1.198956,6
290841757.000000,0.835264,1.197227,6
286937531.000000,0.820212,1.219197,6
290850011.000000,0.834454,1.198389,6
290812904.000000,0.836704,1.195165,6
290796290.000000,0.836263,1.195795,6
287765745.000000,0.825928,1.210759,6
290851236.000000,0.832797,1.200773,6
286969673.000000,0.818915,1.221127,6
290840185.000000,0.834168,1.198800,6
290823873.000000,0.834597,1.198183,6
290848439.000000,0.833866,1.199234,6
287003357.000000,0.820549,1.218696,6
290823462.000000,0.834741,1.197977,6
290856430.000000,0.830692,1.203816,6
287757895.000000,0.829242,1.205921,6
290786780.000000,0.837382,1.194198,6
290788261.000000,0.836572,1.195355,6
287725382.000000,0.827081,1.209072,6
290788132.000000,0.836313,1.195725,6
290844684.000000,0.834410,1.198452,6
290821096.000000,0.834910,1.197734,6
290843765.000000,0.834887,1.197767,6
298816570.000000,0.835952,1.196241,6
298818741.000000,0.837307,1.194305,6
298814726.000000,0.836481,1.195484,6
298794903.000000,0.836426,1.195563,6
294889677.000000,0.824329,1.213108,6
298820140.000000,0.836995,1.194751,6
294841185.000000,0.822223,1.216215,6
298791806.000000,0.835960,1.196230,6
298813057.000000,0.834955,1.197670,6
295677999.000000,0.826019,1.210626,6
298795167.000000,0.835345,1.197110,6
298848409.000000,0.835071,1.197503,6
298815652.000000,0.834881,1.197775,6
298824510.000000,0.835227,1.197280,6
298857371.000000,0.835187,1.197337,6
298825342.000000,0.834364,1.198518,6
294879162.000000,0.821057,1.217942,6
294926649.000000,0.821687,1.217009,6
298842974.000000,0.834196,1.198759,6
298850583.000000,0.833619,1.199589,6
298792599.000000,0.835766,1.196507,6
295572824.000000,0.827150,1.208970,6
298848428.000000,0.834856,1.197811,6
298790450.000000,0.836448,1.195531,6
298807595.000000,0.836579,1.195344,6
295651821.000000,0.825986,1.210674,6
298817989.000000,0.835115,1.197440,6
298851080.000000,0.831673,1.202396,6
295660856.000000,0.826749,1.209557,6
298858822.000000,0.834566,1.198228,6
298857418.000000,0.834042,1.198981,6
298852865.000000,0.832264,1.201542,6
57695321.000000,0.862129,1.159919,12
57242401.000000,0.860245,1.162459,12
60309093.000000,0.862188,1.159840,12
60302451.000000,0.865361,1.155587,12
60306982.000000,0.857694,1.165917,12
60314869.000000,0.854868,1.169771,12
60318308.000000,0.862136,1.159910,12
60308514.000000,0.859306,1.163729,12
62080065.000000,0.857912,1.165621,12
62563637.000000,0.858796,1.164421,12
62084471.000000,0.852152,1.173500,12
62575189.000000,0.857307,1.166443,12
62573934.000000,0.857176,1.166622,12
62570959.000000,0.857383,1.166339,12
62078141.000000,0.857002,1.166859,12
62112540.000000,0.853978,1.170990,12
65387361.000000,0.860131,1.162614,12
65392696.000000,0.857907,1.165628,12
65387282.000000,0.857990,1.165515,12
65386351.000000,0.857477,1.166213,12
65387261.000000,0.857812,1.165756,12
65386122.000000,0.857582,1.166070,12
65391947.000000,0.853165,1.172107,12
65395474.000000,0.855497,1.168911,12
65381474.000000,0.860437,1.162201,12
65380673.000000,0.861088,1.161321,12
65386332.000000,0.857615,1.166024,12
65393027.000000,0.858170,1.165271,12
65393812.000000,0.854785,1.169884,12
60514771.000000,0.859831,1.163020,12
65390719.000000,0.851343,1.174615,12
65387755.000000,0.857874,1.165673,12
65394708.000000,0.853372,1.171822,12
65387803.000000,0.852846,1.172544,12
65392831.000000,0.856460,1.167597,12
65400953.000000,0.853263,1.171972,12
65388122.000000,0.854744,1.169941,12
65390838.000000,0.855604,1.168765,12
65391793.000000,0.859461,1.163520,12
65394638.000000,0.855048,1.169526,12
65403389.000000,0.857493,1.166190,12
60501886.000000,0.865942,1.154812,12
60507564.000000,0.863500,1.158078,12
60977319.000000,0.858161,1.165282,12
60978022.000000,0.860189,1.162535,12
60982049.000000,0.858215,1.165209,12
60501405.000000,0.860856,1.161635,12
63723985.000000,0.856146,1.168025,12
60497658.000000,0.863449,1.158146,12
57253417.000000,0.861151,1.161237,12
60989960.000000,0.860228,1.162483,12
63737041.000000,0.855555,1.168832,12
63733383.000000,0.854746,1.169938,12
63727618.000000,0.858793,1.164424,12
63734906.000000,0.854551,1.170205,12
63737041.000000,0.855468,1.168951,12
63724349.000000,0.852648,1.172817,12
57714312.000000,0.857811,1.165758,12
63734868.000000,0.850804,1.175359,12
63735634.000000,0.851272,1.174713,12
63735503.000000,0.855889,1.168376,12
63743110.000000,0.849495,1.177170,12
63735148.000000,0.855785,1.168518,12
63734715.000000,0.856769,1.167176,12
63723985.000000,0.851718,1.174098,12
63730402.000000,0.854785,1.169884,12
63741013.000000,0.847904,1.179379,12
63734713.000000,0.852284,1.173317,12
63735634.000000,0.849868,1.176653,12
63737152.000000,0.850919,1.175200,12
63730789.000000,0.849426,1.177266,12
63729442.000000,0.858355,1.165019,12
60981997.000000,0.859597,1.163336,12
63741357.000000,0.852609,1.172870,12
63730610.000000,0.857846,1.165710,12
60327853.000000,0.858435,1.164911,12
60332407.000000,0.858160,1.165283,12
63736499.000000,0.854015,1.170939,12
63724145.000000,0.859109,1.163997,12
63728802.000000,0.853920,1.171071,12
60332365.000000,0.852288,1.173312,12
60336809.000000,0.852869,1.172513,12
63736117.000000,0.852032,1.173664,12
60330688.000000,0.854070,1.170864,12
63730821.000000,0.855433,1.168998,12
63724063.000000,0.852449,1.173090,12
60339382.000000,0.852106,1.173562,12
62080057.000000,0.856396,1.167684,12
60518379.000000,0.857294,1.166460,12
63741808.000000,0.848588,1.178428,12
62080080.000000,0.859289,1.163752,12
62080298.000000,0.857936,1.165588,12
62078236.000000,0.857971,1.165540,12
63735278.000000,0.859148,1.163944,12
63735215.000000,0.854673,1.170038,12
65386493.000000,0.860363,1.162300,12
65391756.000000,0.859525,1.163433,12
65388704.000000,0.860653,1.161909,12
65396021.000000,0.858431,1.164916,12
65387364.000000,0.858701,1.164550,12
65385515.000000,0.861146,1.161243,12
65392230.000000,0.858838,1.164363,12
65389485.000000,0.860636,1.161931,12
62564797.000000,0.856670,1.167311,12
65388079.000000,0.859062,1.164060,12
63730905.000000,0.854377,1.170443,12
65386250.000000,0.861236,1.161122,12
65384796.000000,0.861516,1.160745,12
65393871.000000,0.858958,1.164202,12
65395271.000000,0.857895,1.165644,12
63730121.000000,0.855630,1.168729,12
62563334.000000,0.856121,1.168059,12
65387422.000000,0.860417,1.162227,12
65393147.000000,0.855429,1.169004,12
60975986.000000,0.862043,1.160035,12
65383197.000000,0.861092,1.161316,12
65394397.000000,0.858583,1.164710,12
62569236.000000,0.854712,1.169985,12
65386209.000000,0.857544,1.166121,12
65392260.000000,0.857822,1.165744,12
65400248.000000,0.855113,1.169436,12
62563285.000000,0.856154,1.168014,12
63734693.000000,0.858897,1.164284,12
65386668.000000,0.857341,1.166397,12
65410512.000000,0.858494,1.164830,12
63757033.000000,0.851820,1.173956,12
65392115.000000,0.859561,1.163384,12
65391947.000000,0.859074,1.164044,12
436735014.000000,0.728458,1.372762,7
437594320.000000,0.731701,1.366679,7
438572990.000000,0.732273,1.365611,7
437618939.000000,0.730461,1.368998,7
440604076.000000,0.725202,1.378926,7
439300036.000000,0.731727,1.366630,7
439641951.000000,0.732184,1.365777,7
438802066.000000,0.729471,1.370857,7
440686781.000000,0.730775,1.368411,7
441280505.000000,0.729191,1.371382,7
443769495.000000,0.728035,1.373560,7
439524434.000000,0.731949,1.366216,7
438544968.000000,0.733272,1.363750,7
453430039.000000,0.733859,1.362660,7
451962091.000000,0.731617,1.366835,7
446249239.000000,0.730405,1.369103,7
452314190.000000,0.730537,1.368856,7
450336429.000000,0.734945,1.360646,7
453016569.000000,0.730880,1.368213,7
454979887.000000,0.733812,1.362747,7
445502855.000000,0.725803,1.377784,7
445816877.000000,0.726350,1.376747,7
445701738.000000,0.728154,1.373337,7
435419388.000000,0.726530,1.376405,7
436004046.000000,0.726798,1.375898,7
452946230.000000,0.727932,1.373754,7
456073211.000000,0.731597,1.366873,7
456191146.000000,0.731186,1.367641,7
445279471.000000,0.726630,1.376216,7
457182063.000000,0.730294,1.369312,7
452708001.000000,0.723461,1.382244,7
457211531.000000,0.730580,1.368775,7
447475047.000000,0.726339,1.376767,7
436226577.000000,0.723514,1.382143,7
445657156.000000,0.726705,1.376074,7
457219951.000000,0.730663,1.368620,7
457663655.000000,0.729305,1.371169,7
452811925.000000,0.729640,1.370540,7
445346200.000000,0.724041,1.381137,7
458488142.000000,0.731032,1.367929,7
456200166.000000,0.729821,1.370200,7
457224399.000000,0.725055,1.379206,7
451849340.000000,0.726390,1.376670,7
445989057.000000,0.727842,1.373925,7
449742191.000000,0.726179,1.377072,7
461830189.000000,0.731072,1.367854,7
454825408.000000,0.719437,1.389976,7
452016225.000000,0.728136,1.373371,7
456627520.000000,0.721014,1.386936,7
456619275.000000,0.721906,1.385222,7
457552436.000000,0.723322,1.382509,7
457730070.000000,0.728783,1.372151,7
457777396.000000,0.728260,1.373137,7
441449616.000000,0.720027,1.388836,7
453280978.000000,0.734080,1.362249,7
446564158.000000,0.725731,1.377922,7
451576582.000000,0.728027,1.373576,7
445912920.000000,0.727077,1.375370,7
445574144.000000,0.724614,1.380044,7
461975168.000000,0.723494,1.382181,7
452512986.000000,0.728735,1.372240,7
445869693.000000,0.724609,1.380055,7
462782640.000000,0.725240,1.378855,7
463277096.000000,0.723557,1.382060,7
463025974.000000,0.723022,1.383083,7
453685253.000000,0.728406,1.372862,7
456451057.000000,0.728609,1.372477,7
462916654.000000,0.722737,1.383630,7
462440923.000000,0.725063,1.379191,7
456307269.000000,0.729294,1.371189,7
453504505.000000,0.727608,1.374366,7
467516007.000000,0.728003,1.373620,7
471424504.000000,0.727415,1.374732,7
452618197.000000,0.728909,1.371914,7
446113254.000000,0.721285,1.386414,7
471954731.000000,0.726258,1.376920,7
463303917.000000,0.721719,1.385581,7
452204852.000000,0.729277,1.371221,7
463747870.000000,0.720896,1.387163,7
472889295.000000,0.725857,1.377682,7
453743804.000000,0.729002,1.371739,7
474024023.000000,0.726564,1.376342,7
462816483.000000,0.723929,1.381352,7
15843593.000000,0.903649,1.106624,14
462830886.000000,0.724591,1.380088,7
473856904.000000,0.726410,1.376632,7
463371892.000000,0.722848,1.383416,7
474320918.000000,0.727108,1.375312,7
474204060.000000,0.725417,1.378518,7
16947101.000000,0.896001,1.116070,14
457826123.000000,0.726687,1.376109,7
453905546.000000,0.726356,1.376735,7
16286135.000000,0.896314,1.115680,14
473495217.000000,0.724589,1.380094,7
457929557.000000,0.719087,1.390652,7
463780592.000000,0.722199,1.384661,7
460540755.000000,0.726568,1.376333,7
455241041.000000,0.714714,1.399160,7
454048076.000000,0.728016,1.373596,7
458169337.000000,0.726626,1.376224,7
453929881.000000,0.726138,1.377148,7
475175734.000000,0.725083,1.379152,7
463830930.000000,0.728386,1.372898,7
475158853.000000,0.724148,1.380932,7
458863704.000000,0.719747,1.389376,7
469992880.000000,0.721831,1.385366,7
458393618.000000,0.726307,1.376829,7
461941408.000000,0.724864,1.379570,7
461925074.000000,0.725880,1.377638,7
462222923.000000,0.725738,1.377907,7
459033120.000000,0.727584,1.374412,7
457910630.000000,0.726284,1.376872,7
458946038.000000,0.725272,1.378792,7
474749451.000000,0.721871,1.385288,7
462064206.000000,0.723534,1.382105,7
471330251.000000,0.724537,1.380192,7
463806187.000000,0.722009,1.385024,7
461943033.000000,0.723625,1.381931,7
468892657.000000,0.725293,1.378753,7
463649054.000000,0.722139,1.384776,7
473192066.000000,0.722786,1.383535,7
474521212.000000,0.724766,1.379756,7
468105176.000000,0.727737,1.374123,7
16272793.000000,0.887450,1.126825,14
16005733.000000,0.903689,1.106575,14
16006613.000000,0.899752,1.111417,14
16650225.000000,0.879889,1.136507,14
473580028.000000,0.722687,1.383724,7
16650309.000000,0.883725,1.131574,14
475249537.000000,0.722465,1.384150,7
